source_url	parsed_url
https://www.wikipedia.org	https://zh-yue.wikipedia.org/
https://www.wikipedia.org	https://os.wikipedia.org/
https://www.wikipedia.org	https://mn.wikipedia.org/
https://www.wikipedia.org	https://bi.wikipedia.org/
https://www.wikipedia.org	https://vec.wikipedia.org/
https://www.wikipedia.org	https://www.wikiversity.org/
https://www.wikipedia.org	https://mdf.wikipedia.org/
https://www.wikipedia.org	https://nah.wikipedia.org/
https://www.wikipedia.org	https://ak.wikipedia.org/
https://www.wikipedia.org	https://be.wikipedia.org/
https://www.wikipedia.org	https://tg.wikipedia.org/
https://www.wikipedia.org	https://zea.wikipedia.org/
https://www.wikipedia.org	https://inh.wikipedia.org/
https://www.wikipedia.org	https://ny.wikipedia.org/
https://www.wikipedia.org	https://myv.wikipedia.org/
https://www.wikipedia.org	https://nso.wikipedia.org/
https://www.wikipedia.org	https://simple.wikipedia.org/
https://www.wikipedia.org	https://pdc.wikipedia.org/
https://www.wikipedia.org	https://nds.wikipedia.org/
https://www.wikipedia.org	https://mnw.wikipedia.org/
https://www.wikipedia.org	https://gn.wikipedia.org/
https://www.wikipedia.org	https://pcd.wikipedia.org/
https://www.wikipedia.org	https://eml.wikipedia.org/
https://www.wikipedia.org	https://xh.wikipedia.org/
https://www.wikipedia.org	https://play.google.com/store/apps/details?id=org.wikipedia&referrer=utm_source%3Dportal%26utm_medium%3Dbutton%26anid%3Dadmob
https://www.wikipedia.org	https://szl.wikipedia.org/
https://www.wikipedia.org	https://min.wikipedia.org/
https://www.wikipedia.org	https://sat.wikipedia.org/
https://www.wikipedia.org	https://th.wikipedia.org/
https://www.wikipedia.org	https://lo.wikipedia.org/
https://www.wikipedia.org	https://tum.wikipedia.org/
https://www.wikipedia.org	https://lb.wikipedia.org/
https://www.wikipedia.org	https://cv.wikipedia.org/
https://www.wikipedia.org	https://jv.wikipedia.org/
https://www.wikipedia.org	https://ilo.wikipedia.org/
https://www.wikipedia.org	https://ss.wikipedia.org/
https://www.wikipedia.org	https://xmf.wikipedia.org/
https://www.wikipedia.org	https://fy.wikipedia.org/
https://www.wikipedia.org	https://kl.wikipedia.org/
https://www.wikipedia.org	https://ru.wikipedia.org/
https://www.wikipedia.org	https://ro.wikipedia.org/
https://www.wikipedia.org	https://la.wikipedia.org/
https://www.wikipedia.org	https://sq.wikipedia.org/
https://www.wikipedia.org	https://nrm.wikipedia.org/
https://www.wikipedia.org	https://bar.wikipedia.org/
https://www.wikipedia.org	https://he.wikipedia.org/
https://www.wikipedia.org	https://lez.wikipedia.org/
https://www.wikipedia.org	https://mwl.wikipedia.org/
https://www.wikipedia.org	https://ml.wikipedia.org/
https://www.wikipedia.org	https://xal.wikipedia.org/
https://www.wikipedia.org	https://sh.wikipedia.org/
https://www.wikipedia.org	https://mhr.wikipedia.org/
https://www.wikipedia.org	https://my.wikipedia.org/
https://www.wikipedia.org	https://www.wikipedia.org/static/favicon/wikipedia.ico
https://www.wikipedia.org	https://ug.wikipedia.org/
https://www.wikipedia.org	https://ab.wikipedia.org/
https://www.wikipedia.org	https://am.wikipedia.org/
